"GeneName","log2FoldChange","pvalue","padj"
"COX6C",1.65354106467861,1.56025670185114e-10,1.29794634740506e-09
"COX7A1",-2.6253813231892,8.19810345260379e-21,3.22390842606121e-19
"COX7B2",6.0714791831682,0.00192569289670655,0.00430161247560205
"CPA1",-4.32244661148963,2.82375896074825e-31,4.70477874565371e-29
"CPA2",-1.22747802687506,0.00257145640128568,0.00558069502811016
"CPA6",1.25928280033968,0.00170677926607512,0.00386257183126782
"CPAMD8",-1.31048800138271,7.37110486745893e-08,3.84951239627481e-07
"CPB1",3.11126046461429,9.62445961595083e-09,5.88560804717869e-08
"CPEB1",-1.32811830211053,3.14038961947661e-11,2.92538305210097e-10
"CPED1",-2.9868753965858,6.17332413754177e-33,1.37948374904081e-30
"CPLX1",1.30739552667926,1.28357414399176e-09,9.13800872975245e-09
"CPLX2",5.89616553157341,2.69523226448517e-17,6.52143205498487e-16
"CPM",-1.68958857929425,1.17590183764868e-10,1.0045016590798e-09
"CPN2",1.34481976172875,0.000205587425918588,0.00056340031278281
"CPNE7",2.54245816062959,6.32256550935165e-16,1.2105928355305e-14
"CPS1",-1.61642632867039,8.73275224719192e-14,1.20195576944321e-12
"CPXM2",-1.18036683678317,4.02241228626968e-10,3.10576012054497e-09
"CR2",1.5273774927129,0.000613239946682005,0.00152779112634811
"CRABP1",1.18359381723051,0.00975642501610204,0.0187185390662467
"CRABP2",1.65290597877585,1.87869145001402e-08,1.09560532396581e-07
"CRACD",2.34328854769375,2.25184390775956e-16,4.68472324030504e-15
"CRB2",-2.20155419558813,2.38943052885093e-19,7.69234634999908e-18
"CRB3",1.25148262411312,8.6521013010361e-10,6.32924092379016e-09
"CREB3L1",1.67932683045075,1.21535100507151e-11,1.20987300787884e-10
"CREB3L4",1.22577817751247,3.32547711427384e-13,4.21094082056782e-12
"CREB5",-1.63607283811827,6.67875895733269e-15,1.11473064706131e-13
"CREG2",1.12010993369751,1.47946844197096e-05,5.04778580686121e-05
"CRHBP",-3.60625337228139,2.68107093632104e-36,9.79312718547727e-34
"CRIM1",-1.48199175931858,1.33676160858423e-18,3.89424079654124e-17
"CRISP2",-1.22038113744118,0.0101580719383774,0.0194146124368626
"CRISP3",1.28815596214451,0.00437597565825975,0.00903743412558288
"CROCC2",1.72438343933448,1.70845901633646e-06,6.97709536794125e-06
"CRTAC1",-1.42445080802134,4.40166491815897e-06,1.67444869728643e-05
"CRYAB",-2.82176238777009,4.13764433299767e-18,1.11634114291133e-16
"CRYBA2",2.52056279039672,1.58875542856338e-06,6.51907984664783e-06
"CRYBG2",2.40839703394404,6.94390540851483e-22,3.14029855546025e-20
"CRYBG3",-1.72830143037865,4.03424973574921e-13,5.0181099856464e-12
"CRYGN",-1.09818250404654,2.27127683024062e-06,9.09372515041955e-06
"CSAG1",3.20141906415218,2.9187498996431e-05,9.41234899725314e-05
"CSAG2",2.6334998274232,0.00459146397137765,0.00944447332384093
"CSAG3",3.27503612658563,7.63972407968875e-06,2.75333615260816e-05
"CSF1",-1.16199586586797,4.4869380739205e-17,1.05215928118575e-15
"CSF3",-4.84623909066714,1.64931948893688e-23,9.63913057626681e-22
"CSMD2",1.73336602897565,1.80037538692728e-12,2.01867355958068e-11
"CSMD3",3.93938030092772,1.14699502361215e-13,1.55347894876686e-12
"CSN1S1",-7.08498026032236,5.18928870006782e-34,1.33196418336606e-31
"CSN2",-4.45913027726479,8.97444667033529e-10,6.5486223609815e-09
"CSN3",-6.80672391218518,2.16531398916898e-23,1.2320358557403e-21
"CSRNP1",-1.77498874163509,3.96130099080684e-23,2.16832711871427e-21
"CSRNP3",-2.28762448419648,9.07327575638799e-19,2.68857721867135e-17
"CSRP1",-1.18898004165002,8.42524214564579e-17,1.89159632759333e-15
"CSRP3",2.08889404321481,0.00110940365022794,0.00261180130545729
"CST1",2.28303208270354,0.00019926961183439,0.000547587819326157
"CST11",3.94154720697022,4.59874950091602e-08,2.48856547066664e-07
"CST2",2.12440276362065,1.12241295573348e-05,3.90817812670974e-05
"CST4",4.81849603639356,2.07688626133609e-21,8.78583021109523e-20
"CST5",3.74335131319194,3.27748806278673e-06,1.27331986632381e-05
"CST6",1.2753231092404,4.91924701463439e-06,1.85278956565468e-05
"CST9",3.37887699201106,3.4620452747518e-09,2.27694210348461e-08
"CST9L",1.78177916010862,0.00417437400797418,0.00865873756770357
"CSTL1",2.88575174846942,1.25988445118284e-08,7.55135540099933e-08
"CT55",1.06068466641282,0.0247935970289197,0.0433357487777033
"CTHRC1",1.59980927390946,2.96349745663293e-11,2.772840920753e-10
"CTNNA3",-1.22187349485528,4.10327134593566e-07,1.88027830988424e-06
"CTNNAL1",-1.10571912194433,3.14713488613081e-16,6.37278038669175e-15
"CTNND2",1.03803705088761,0.000159221375601565,0.000447573006981816
"CTPS1",1.01012259907105,4.11723816205844e-11,3.7561393684024e-10
"CTSG",-1.79007425274208,8.52980093108695e-09,5.26364648749401e-08
"CTXN1",2.01097553129834,1.77836283954322e-14,2.79158874167636e-13
"CTXN2",2.32948930376383,7.84511944422081e-05,0.000233192799254351
"CUBN",-1.50924296498038,6.88489954265603e-20,2.35624832276052e-18
"CX3CL1",-2.36722767774822,4.07646707901759e-19,1.26517019115784e-17
"CX3CR1",-1.04436163846417,4.76366125378503e-05,0.000147820587901312
"CXCL1",-1.846000916912,5.13395041428629e-09,3.28995459409426e-08
"CXCL10",1.49654992196097,8.56764709703387e-06,3.05374158305613e-05
"CXCL11",1.21774736900442,0.000339515821692183,0.000893551824472955
"CXCL12",-1.83456855826555,1.87681478838418e-22,9.33199478810709e-21
"CXCL17",1.08718290478773,0.00371231351754626,0.00778360558033708
"CXCL2",-4.01271678308471,4.71212089493791e-45,1.49170040464084e-41
"CXCL3",-2.6329578487064,1.37061635010382e-25,1.0669461866341e-23
"CXCL5",-2.6811521418426,4.29641637548971e-13,5.33025033547039e-12
"CXCL6",-1.95824534330578,1.23942777856647e-09,8.85358827607806e-09
"CXCL9",1.10845499763865,0.00140661699200756,0.00324042245557207
"CXCR2",-2.22618861804706,2.38096054042619e-21,1.00053018816051e-19
"CXCR5",1.24563662355087,0.00044659145631885,0.00114753221338207
"CYBRD1",-1.03274476822043,1.71053452130745e-07,8.42361750005542e-07
"CYGB",-1.33283642682348,2.28170950798484e-13,2.93623241156261e-12
"CYP11A1",-1.90843763848256,2.0499151680927e-22,1.01132697929228e-20
"CYP1A1",-4.90056628287791,3.81790856696762e-20,1.35041630020453e-18
"CYP1A2",-2.56758380040845,8.83529672418282e-06,3.1408876282824e-05
"CYP21A2",1.51403686214063,9.28941097822205e-07,3.9775264229114e-06
"CYP24A1",-1.33439837919452,0.00202091037280523,0.00449159508788468
"CYP26B1",-1.4779469749578,5.52458438294259e-07,2.47544127788656e-06
"CYP2A13",1.34646444793341,0.00977278260223461,0.0187461354016203
"CYP2B6",1.62454539682694,0.000376268966856991,0.00098130615906655
"CYP2C9",-1.87821455459736,5.37815573396519e-05,0.000165349125948422
"CYP2F1",1.96412744837672,2.05168601806357e-06,8.26856020095469e-06
"CYP2U1",-1.26038917623579,4.16191149805808e-20,1.46391383322436e-18
"CYP2W1",1.48679744990654,3.48187107754841e-05,0.000110741224459066
"CYP39A1",-1.17180115111701,3.09593259245381e-05,9.95162356762018e-05
"CYP3A4",-1.98837519068668,7.60237035267619e-14,1.05478029568102e-12
"CYP3A43",-1.10763880942337,6.35318326951743e-06,2.33453981468783e-05
"CYP4A22",1.2993222607575,0.0016053380205713,0.00365127414234598
"CYP4F12",-1.11131327251935,0.000141105592170834,0.000401281571746192
"CYP4F3",1.45365032595308,0.000581660325084112,0.00145675846712126
"CYP7A1",-1.65127559389591,7.91517588164724e-13,9.40217953070717e-12
"CYP8B1",-1.29615954559787,8.19506913728521e-06,2.9325008137452e-05
"CYRIA",-1.57951456962517,2.86192270640166e-21,1.19734272875315e-19
"CYSRT1",1.51794760367614,4.45775900936883e-08,2.42123747852306e-07
"CYTL1",-1.52100098284733,7.34296618178965e-13,8.78289040660659e-12
"CYYR1",-1.86935611793434,4.05284707039299e-32,7.54703698578867e-30
"DAAM2",-1.70810617917327,3.91061087017507e-20,1.37815515754856e-18
"DAB2IP",-1.00943085168753,2.68675863238562e-16,5.50510177600135e-15
"DACT2",-2.60229884685328,1.50209164626297e-14,2.37756072742657e-13
"DAND5",1.01461109990588,0.00010934465691019,0.000316986021573894
"DAPL1",-1.2370081227865,0.00016775249381197,0.000468779000656844
"DAW1",-1.38029026189419,0.0131227752991778,0.0244870806594542
"DBNDD1",1.49974953440336,6.68517349153498e-14,9.36417295709554e-13
"DBX2",-1.9041955248881,1.49045625306904e-10,1.24493078587482e-09
"DCAF12L1",-1.50030492049832,0.00436889262466057,0.00902575011015911
"DCAF13",1.18788775163648,2.59991814768633e-16,5.35605697366097e-15
"DCAF8L2",4.00190381639857,2.70603722367965e-05,8.78756557130642e-05
"DCDC1",1.34420784785238,3.25340227028271e-05,0.000104119836093934
"DCDC2C",-2.553767128743,1.95898283781962e-08,1.13823554669764e-07
"DCHS2",-2.04816751598113,1.28803870156092e-12,1.4782481629878e-11
"DCN",-1.80340754566715,1.62256054575836e-15,2.94354489074827e-14
"DCT",-3.4099797342717,3.62563712451792e-22,1.6837494264815e-20
"DCUN1D3",-1.01261812020179,5.01069792048887e-14,7.18288273975589e-13
"DDC",1.77706275849898,4.19785369437749e-05,0.000131639480057794
"DDIAS",1.20883319085701,9.26687860038313e-12,9.35752749259315e-11
"DDN",1.08514084726124,0.000191044664444176,0.000526891586532986
"DDR2",-2.25927167468937,2.28837029587302e-22,1.11164463938139e-20
"DDX39A",1.01586546548156,9.63292074251561e-12,9.69108562411766e-11
"DDX3Y",-1.46029016104339,0.017403454813862,0.0314970196030963
"DEFB1",-2.64215902324196,7.92362818081237e-15,1.31098774970688e-13
"DEFB132",-4.12330440072139,1.73904926776139e-20,6.48948954653434e-19
"DEGS2",1.49963823943952,1.06134729485231e-06,4.50154536757964e-06
"DENND2A",-1.90365579130375,1.11185207217919e-23,6.70429151078464e-22
"DENND2C",-1.10187649350163,1.49194967580432e-09,1.04761893316921e-08
"DEPDC1",2.26552691513979,5.23071903684814e-18,1.39344007553848e-16
"DEPDC1B",2.10132515481141,2.50290724597198e-19,8.03044260641752e-18
"DEPP1",-1.85813786954616,1.05250582886226e-14,1.70865775328288e-13
"DES",-2.82633269324474,2.84596354102273e-16,5.77523840792583e-15
"DGAT2",-2.92757031556218,7.66259887002814e-23,4.05413378655472e-21
"DGKB",-1.48970421945157,2.25131460678042e-10,1.81654501449394e-09
"DGKI",-1.15106594458228,1.12170976469106e-07,5.68456650761525e-07
"DHDH",1.04432319936062,2.41740749863909e-05,7.93163552066866e-05
"DHRS2",1.22141506152587,0.0191162471477028,0.0343156599870964
"DHRS3",-1.03382697790155,1.05432550422127e-08,6.40381381148105e-08
"DHRS7C",-1.51383386587497,0.00191333613134961,0.00428005022716457
"DHRS9",-1.57120495650722,1.29204528409675e-07,6.48035598788846e-07
"DIAPH2",-1.14945067239447,6.92931072491341e-14,9.67048698817085e-13
"DIAPH3",1.76037680587711,5.63180065381268e-21,2.26099767059667e-19
"DIO1",2.30545120730046,4.34172026232518e-07,1.9804667306101e-06
"DIO3",-1.2094156711407,5.44005097029308e-05,0.000167062777897731
"DIPK2B",-1.93091604977309,2.14521203170421e-30,3.28598042985402e-28
"DIRAS1",1.24698598870868,1.97829423293127e-07,9.61507693456924e-07
"DIRAS3",-1.11141036527147,0.000160398263963026,0.000450481239939925
"DISP2",1.11744676610124,0.000204687698989344,0.000561177562731467
"DISP3",2.15183931966845,1.3905324078634e-11,1.36706897282388e-10
"DIXDC1",-1.30360530602891,9.48759842973402e-19,2.80260411468691e-17
"DKK3",-1.16377621279448,3.57359275433842e-10,2.78297748158688e-09
"DKK4",-2.49473871022349,7.09287475825349e-15,1.18177248384445e-13
"DLC1",-1.478120868482,3.8251170376632e-14,5.63211418708332e-13
"DLGAP1",1.03837076289249,0.000852286777674026,0.00206037101376358
"DLGAP2",-1.8613053554777,1.56871683474442e-15,2.85131172814693e-14
"DLGAP3",1.92928972160017,5.28650381347709e-16,1.02880997370065e-14
"DLGAP5",2.08065776972822,1.25466330336239e-15,2.32045518832184e-14
"DLK2",-1.73481149384358,8.99109702882232e-18,2.32033827398711e-16
"DLL3",2.57235119585675,3.75038727567845e-12,4.02229564733126e-11
"DLX1",1.33456805036067,0.00118196711593173,0.00276958837897942
"DLX2",1.62218765521038,0.000349576272675085,0.000917740390212932
"DLX3",1.00868643016437,0.000343607194132457,0.000903068361056024
"DLX4",1.98108123442585,6.54300293675627e-12,6.77263203164842e-11
"DLX5",2.2395145094536,2.07963154905901e-15,3.71699133985717e-14
"DLX6",2.66006967563821,7.21668422148585e-11,6.31385076475828e-10
"DMBT1",-1.31073342622842,0.00123711080712079,0.00288598411575194
"DMBX1",2.18217932355343,2.60528329263148e-13,3.31667230966772e-12
"DMD",-2.96039023533109,3.41402723660356e-31,5.59017528724551e-29
"DMGDH",-2.46443802844953,5.00551618958845e-25,3.64271166685989e-23
"DMP1",2.11886451398009,1.05803922455872e-08,6.42262608861244e-08
"DMRT1",2.22008293123255,0.00124817214921508,0.00290928725023822
"DMRT2",-2.55909784860558,1.89161059367826e-19,6.17341093064e-18
"DMRTA2",1.81796816310819,3.06327168403598e-05,9.84997162122556e-05
"DMRTC2",2.23368771622084,0.000140159251797436,0.000398949219875269
"DNA2",1.4388580304643,9.22166623228835e-23,4.83857260817914e-21
"DNAAF8",1.20410226189343,5.1416388522594e-11,4.60661737546297e-10
"DNAAF9",-1.00090274042907,9.51851155570487e-17,2.11703288628874e-15
"DNAH11",1.95860284215374,1.66086963357045e-09,1.15818068275949e-08
"DNAH14",1.18514808295735,1.41860950634811e-11,1.39035443568504e-10
"DNAH8",1.27479162052869,9.33129593792411e-06,3.30360922730532e-05
"DNAH9",-1.7584948982854,1.29544072130679e-08,7.7411210864205e-08
"DNAI1",1.3817790159561,5.2386202406509e-06,1.95870773328589e-05
"DNAJB4",-1.43590574145438,8.14264084185083e-23,4.29614778194763e-21
"DNAJC12",1.44117386973622,6.67378451070822e-07,2.93634151022451e-06
"DNAJC22",1.27324405398498,5.91327762525451e-06,2.18557686736883e-05
"DNAJC5B",1.00516996511611,0.00092926117530431,0.00222689714404871
"DNASE1L2",1.80211435747711,2.98702309679242e-13,3.79755801208001e-12
"DNASE1L3",-2.65817571906115,1.42417157266661e-21,6.17596229480127e-20
"DNMT3B",1.23988284751212,3.40135552184676e-15,5.88927500291316e-14
"DOC2A",1.77911944635168,2.24185341917458e-10,1.81121921921744e-09
"DOCK11",-2.02033155381912,2.03289208130856e-18,5.73740745800518e-17
"DOCK3",1.21706350253273,6.7404059479526e-06,2.46253646038492e-05
"DOK7",1.38931800441492,8.57987897565597e-05,0.000253328495668599
"DONSON",1.03808285391434,3.55903822618448e-16,7.19152894342001e-15
"DPEP1",1.37805999230757,5.63323590476876e-06,2.09143242328338e-05
"DPF1",1.22274647039014,6.60481187503319e-09,4.14305801698746e-08
"DPP4",-1.47806470932768,2.64521320667102e-10,2.11283345868416e-09
"DPP6",-2.93099441099648,2.19961724821812e-19,7.12961263014591e-18
"DPRX",-2.5733326558783,3.656680916042e-09,2.3991363495441e-08
"DPT",-3.3296324075271,8.26576498282087e-28,8.97142514763998e-26
"DPY19L2",-1.05379725545159,9.61161110045584e-07,4.10622899779708e-06
"DPYD",-1.32850966423745,5.76566361018061e-20,1.98753202562197e-18
"DPYS",-1.49988334630199,5.63670310941919e-07,2.52151528168413e-06
"DPYSL2",-1.2759266774595,1.48077749259323e-20,5.56948271174571e-19
"DPYSL4",1.61691748842622,1.73087086656488e-07,8.50832330215666e-07
"DPYSL5",3.98818874588095,6.83128235065642e-14,9.55266495516078e-13
"DQX1",2.60478531316477,7.32757652635527e-12,7.52324262386983e-11
"DRAXIN",1.45179161555512,9.22856489782349e-10,6.72114116829982e-09
"DRC7",1.39010737037928,0.000123901301618018,0.000355495668116712
"DRD1",-1.02830614424843,0.0019820968533859,0.00441566357415104
"DRD2",-1.49134389384236,1.21443364711299e-05,4.19704379426205e-05
"DRP2",1.90291250242234,1.31418254295015e-14,2.10291349796083e-13
"DSC1",-2.75824469262759,2.99673490130974e-18,8.24927285731552e-17
"DSC3",-1.23364008421833,0.000999177641334034,0.00237586130689768
"DSCC1",1.38452165198839,1.63397117386358e-14,2.5713047619192e-13
"DSG1",-2.34038631876989,5.79340246997609e-09,3.67289340836869e-08
"DSG4",-1.82928491515988,4.39997848715879e-05,0.000137501137520721
"DSN1",1.03782460117905,3.89938070057875e-16,7.81274652181358e-15
"DSPP",1.59076419476585,0.000563556882627739,0.00141739928874884
"DST",-2.17919067142403,3.46556929920642e-31,5.62607036488262e-29
"DTL",1.91110107923434,3.10590437048433e-15,5.4023395249981e-14
"DTX1",-2.1008234931687,5.45933252010054e-19,1.66979970832189e-17
"DUSP1",-2.02912309178244,3.13958869252828e-19,9.92235401428986e-18
"DUSP13",2.14744713867002,1.11522051868088e-08,6.74172454863926e-08
"DUSP15",1.07382288052882,3.26438653656622e-05,0.000104436176310491
"DUSP6",-1.31405506442595,7.52964427176559e-13,9.00050744480275e-12
"DUXA",-2.36997701742427,0.000305978152399194,0.000811923585732089
"DYNC2I2",1.24195364719668,5.34972886626378e-14,7.6301343273676e-13
"E2F1",1.90511037251242,3.06259442564385e-15,5.34659177579772e-14
"E2F2",1.78202767365408,6.37528011637455e-13,7.68350701335141e-12
"E2F5",1.05762738480772,6.59112663399504e-11,5.80936702023674e-10
"E2F7",2.21032782886385,2.30093150556504e-18,6.45552334072413e-17
"E2F8",1.74329776220312,2.77566942814026e-08,1.56767960505787e-07
"EBF1",-2.84169604896591,7.29991185484779e-36,2.56767640316628e-33
"EBF2",-1.84525970897176,1.45809014896668e-17,3.67307218693277e-16
"EBF3",-2.46569492222584,3.05549519083869e-28,3.49614913583073e-26
"ECE2",1.43283036564428,1.51104651699852e-12,1.71348164441014e-11
"ECEL1",-1.26986459826416,2.17821152095247e-05,7.21181515998449e-05
"ECHDC1",-1.11702047325976,5.90948405711178e-13,7.16760792980722e-12
"ECHDC3",-1.46266134904317,9.91437633563588e-14,1.35770486026725e-12
"ECM2",-2.35875908930213,1.40668964017729e-21,6.11411053215732e-20
"ECRG4",-2.92636296594767,6.29871567464126e-17,1.43622815755265e-15
"ECSCR",-1.64205879818257,4.28366016830892e-21,1.75731838524535e-19
"ECT2",1.56487938044725,2.6496393630349e-22,1.27410759649329e-20
"EDAR",-2.38269637762596,8.2583613898037e-12,8.40617986269729e-11
"EDDM13",-1.58491122309132,2.48458122388646e-15,4.40225147075555e-14
"EDDM3B",1.00891210134978,0.0286650106999268,0.0493575571783527
"EDN1",-1.5366205949476,2.73516141068303e-11,2.57059158013427e-10
"EDN2",1.87868858357026,8.95723002499947e-09,5.51129339471461e-08
"EDN3",-2.06273695318513,3.67361819629558e-05,0.000116430342099847
"EDNRB",-2.16683968657691,1.39468338014253e-34,3.95382330185481e-32
"EEF1A2",1.97135648428039,4.62180129901047e-07,2.0981475591158e-06
"EEPD1",-1.59519743808676,1.83776566751934e-23,1.06877146986947e-21
"EFEMP1",-1.8855447060054,1.32558782872286e-14,2.11403990081965e-13
"EFNA2",3.8495674600758,2.10256537624312e-14,3.23107821653412e-13
"EFNA3",1.8163578397418,5.69601911289429e-17,1.31939252475993e-15
"EFNB3",-1.08205589983534,3.20317088138446e-06,1.24699790368962e-05
"EGF",-1.49205433175888,7.07631622580664e-07,3.1026673682588e-06
"EGFL6",-2.30790141800524,4.61849965602562e-10,3.52729322342383e-09
"EGFLAM",-1.64576161739397,3.19118387348687e-22,1.51155477538678e-20
"EGFR",-2.16217158002321,4.29428086714543e-19,1.32842949170294e-17
"EGLN3",1.54221156864819,9.00199402293841e-11,7.78260693999509e-10
"EGR1",-2.41111039537508,2.09273251778168e-18,5.89753137132717e-17
"EGR2",-2.26170687993959,2.0570392317911e-21,8.7212953501429e-20
"EGR3",-1.89704214803036,1.19332547142325e-10,1.01732603250508e-09
"EHD2",-1.63816545370777,5.14313972929358e-19,1.57817117961554e-17
"EIF4E1B",3.00206297234562,4.34163274787628e-07,1.9804667306101e-06
"EIF4EBP1",1.54580987970216,9.56234745196553e-11,8.23706247177475e-10
"ELANE",-1.79709602822143,4.13776843389765e-07,1.8942582220644e-06
"ELAVL2",2.70337098518677,4.61715749739377e-21,1.88193754303642e-19
"ELAVL3",1.53001332829559,8.08432580726718e-06,2.89560030894273e-05
"ELFN2",3.12016549760508,2.25195037027699e-19,7.28680499711094e-18
"ELL3",1.03951017494681,3.14358724601549e-09,2.0840941064858e-08
"ELMOD3",-1.05955466951356,9.54439668787458e-12,9.60711556383094e-11
"ELOVL2",1.92085306719324,1.84935811050426e-07,9.03232397812237e-07
"ELOVL3",-1.99135639873256,3.48394101156826e-10,2.72432999480146e-09
"EMCN",-1.92418280426186,2.19086301555741e-26,1.82514263673234e-24
"EME1",1.97021731342307,3.15346853632166e-17,7.57231117305862e-16
"EME2",1.51921923758213,2.55855745058832e-16,5.28230871918203e-15
"EMILIN2",-1.30950030936961,2.54374544903536e-13,3.24485567891052e-12
"EMP1",-1.69036915686541,7.01080785330442e-19,2.12720901542595e-17
"EMX1",2.3369294555017,2.40394562366264e-07,1.14984999183702e-06
"EMX2",-1.01488761469613,8.71143813214389e-05,0.000256773829736097
"EN1",1.80254229296316,5.9551030205899e-07,2.64711506606797e-06
"EN2",1.65581523601383,2.7914660556867e-05,9.04334065524699e-05
"ENAM",-1.37349179824,8.47614512033398e-06,3.02396507166836e-05
"ENDOU",-1.26525026209264,9.78888240262971e-13,1.14207636582032e-11
"ENHO",1.30467461396739,2.75895308101643e-06,1.08788778951269e-05
"ENO2",1.51690287184718,1.36961046241772e-13,1.83328971974363e-12
"ENPP2",-2.84113192608578,1.51747786975727e-39,9.00717958067798e-37
"ENPP6",-1.42353810844485,4.40933518454882e-10,3.38387525233617e-09
"ENTHD1",1.97044873490309,4.42552688171221e-12,4.6960032173878e-11
"ENTPD7",1.1026377393639,6.25330821300749e-17,1.4275881754551e-15
"ENTPD8",1.40488767563401,0.000112519945766706,0.000325545140882377
"ENTREP1",-2.19010114542232,4.48306390659031e-16,8.88126792720813e-15
"ENTREP2",2.26334925971267,3.27448458775338e-14,4.88191210830359e-13
"EOGT",-1.22667216591125,4.60862531959389e-29,5.90229764026737e-27
"EPAS1",-1.93393931981971,1.10069007724085e-29,1.54863017237872e-27
"EPB41L2",-1.5763258283292,9.99079566448836e-23,5.19904583154224e-21
"EPB42",-3.2428438727366,3.89277708258291e-25,2.87701976290194e-23
"EPCAM",1.06671699134437,1.43086659394384e-06,5.91852789315535e-06
"EPDR1",-1.83423259743217,5.88326337400965e-17,1.35122980079733e-15
"EPHA10",1.11370752173733,6.65497722995545e-06,2.43366649029214e-05
"EPHA2",-1.22758039653791,9.44723554564781e-18,2.43144704544762e-16
"EPHA5",-1.09862226233715,0.000520586364214054,0.00131787517018283
"EPHA8",2.68487608357907,3.8578409353613e-09,2.5232724079288e-08
"EPHB1",-1.69627718472243,1.63054467669072e-09,1.13820527706959e-08
"EPHB2",1.04791605808956,1.89862465453499e-09,1.30850786241791e-08
"EPHX4",1.92880721055936,1.39689719353948e-10,1.1740117386765e-09
"EPN3",1.77666191569284,1.93462523532928e-10,1.57912641683904e-09
"EPO",2.90512741474796,3.55996609392811e-14,5.25800901929009e-13
"EPOP",1.07825332961175,3.9268905292602e-07,1.80686430990233e-06
"EPS8",-1.06219198372236,3.11149937864511e-15,5.40711978023653e-14
"EPS8L1",1.03237804606818,2.59264663700042e-05,8.45403093960276e-05
"EPYC",2.87379886853607,2.7076497626224e-10,2.15907219106843e-09
"EQTN",-1.97584644791461,4.23882094968808e-09,2.75632198282695e-08
"ERBB2",1.81021309919046,2.67620579857656e-11,2.5214212766946e-10
"ERCC6L",1.69372586671632,2.15562649395847e-13,2.78530405620729e-12
"EREG",-2.69698149709109,6.07410348297378e-12,6.31480687222791e-11
"ERFE",1.18936898360813,4.26018982101936e-05,0.000133396052522983
"ERFL",1.28795775211264,4.14552161876184e-08,2.27047398001045e-07
"ERG",-1.58447112378473,3.41820380782875e-25,2.54609267160389e-23
"ERICH4",-2.24534757994678,4.77913260986312e-15,8.17055308656526e-14
"ERMN",1.68207838111102,1.34147077536165e-11,1.32431891409663e-10
"ERMP1",1.05059122011266,8.65804463947255e-12,8.78008007913196e-11
"ERVV-1",1.99344352395366,2.00261962743106e-05,6.67680484525637e-05
"ERVV-2",4.51090383369968,5.76590037358603e-07,2.57023026744645e-06
"ESAM",-1.16910371983187,3.28995016727865e-15,5.70678661893066e-14
"ESCO2",1.95501209944849,5.051211103815e-17,1.17432929872536e-15
"ESM1",1.99483215093433,2.46197213277061e-13,3.15112524864185e-12
"ESPL1",2.00928249782724,5.44318127562124e-17,1.26236611903724e-15
"ESPN",1.47674867798387,1.74573894272262e-07,8.57696985982241e-07
"ESR1",1.33760935518472,4.8899950985847e-05,0.000151346741259217
"ESR2",-1.93586036582285,4.23069160213004e-17,9.96994494923797e-16
"ESRP1",1.35870450696272,3.04425505137116e-10,2.40526540955673e-09
"ETNK2",1.20401391955964,1.18882173868141e-08,7.15251191147126e-08
"ETS2",-1.16621432965612,1.59366772001853e-14,2.51204354141345e-13
"ETV3L",-2.0018892367299,5.07814776304858e-06,1.90772030481299e-05
"EVA1B",1.28011411443121,1.1221147839591e-07,5.68510221566262e-07
"EVC2",-1.02287816515416,3.03681141536781e-09,2.01612009868914e-08
"EVL",1.1611229968709,4.5774766779949e-08,2.47987997780477e-07
"EVPL",1.31722222342988,1.62878672376483e-09,1.13739614085254e-08
"EVPLL",1.27777690423333,0.000935940914658829,0.00224092546741835
"EXO1",2.12333754560035,1.14748392393382e-13,1.55347894876686e-12
"EXOC1L",-3.41669613888797,4.75149364810617e-08,2.56683362776247e-07
"EXOC3L4",1.20980047566181,2.80920091347312e-05,9.09149125072559e-05
"EXOSC4",1.46891533257967,8.44231617328156e-12,8.58259396456735e-11
"EXTL1",1.09755834963563,0.00206555478316505,0.00457956665710714
"EYA4",-1.1896947475897,0.000240362845004634,0.000651741881230267
"EZH2",1.6874708250472,4.68298404260532e-20,1.63809574411133e-18
"EZHIP",1.95562625966726,0.00037794858947186,0.000985280745049206
"EZR",1.03891077352386,5.90938246964174e-14,8.33899038843798e-13
"F10",-2.36238467240863,1.10553495677388e-26,9.67674238201065e-25
"F12",1.75836685382279,3.13633652763435e-10,2.47184962680029e-09
"F13A1",-1.0634199143475,5.23740305583673e-05,0.000161361287335868
"F2",1.77636553813708,1.86724579024299e-06,7.57183316393582e-06
"F2RL2",1.17517504098851,6.75007807736766e-05,0.000203251399812177
"F3",-1.29623057303317,1.53639495833964e-08,9.09955903919651e-08
"F5",1.55583616299624,2.43339438190228e-08,1.38923633573345e-07
"F7",2.09333595179113,2.89823459108604e-09,1.93019171890211e-08
"F8",-1.68168657335963,1.53252635443553e-25,1.1784941528805e-23
"FABP1",-2.41648727887557,4.4800528115787e-08,2.43126066008931e-07
"FABP4",-4.88664391019817,1.69536909838336e-32,3.38966743733616e-30
"FABP5",-1.39161176427742,5.55011174862074e-09,3.53398667627564e-08
"FABP6",3.28189023836271,1.83406134428012e-11,1.77193088368549e-10
"FABP9",-3.86421433458187,1.4182687573106e-09,9.9957687481846e-09
"FADS3",-1.35919715298704,1.44570593491628e-13,1.92429842521373e-12
"FADS6",1.91536286100978,9.31255000125186e-06,3.29820202729401e-05
"FAM107A",-2.45194860782391,6.23462042193856e-16,1.19616545751819e-14
"FAM110A",1.50705699461589,1.81482599146284e-15,3.26737487031708e-14
"FAM110D",-1.99818292953761,2.29131556420557e-21,9.67138840589347e-20
