"GeneName","log2FoldChange","pvalue","padj"
"MFNG",-1.05201365289883,3.11067357141316e-11,2.90197120900892e-10
"MFSD2A",1.09691839710945,1.66457708806782e-05,5.63381632408412e-05
"MFSD3",1.59707580028023,2.77656221435279e-15,4.87863299717085e-14
"MFSD4A",-1.0764008567878,1.39515875934143e-06,5.78216135171964e-06
"MGAM2",-2.41160659587158,1.56609060880002e-09,1.09684089319866e-08
"MGARP",-2.18560322790603,6.58996613970876e-25,4.68800812200855e-23
"MGAT4C",-2.14860395566952,5.95963158149326e-08,3.159286694359e-07
"MGAT4D",1.77415568116929,0.00106610961751711,0.00252049864016927
"MGAT5B",2.22323381379803,7.60675939422103e-13,9.08696779458077e-12
"MGLL",-1.95070761672885,2.64250563353859e-19,8.43558857200537e-18
"MIA",-1.00703680425772,0.0117017446327181,0.0220600971928478
"MICAL2",1.17005723089951,7.0887666706262e-12,7.28199211151293e-11
"MICU3",-2.06661738475441,5.49196975360757e-25,3.98146845419932e-23
"MID1",-1.27608448879507,4.77322367668171e-08,2.57704298755416e-07
"MIEN1",1.73033794814963,5.8536820203637e-13,7.10900487818338e-12
"MIF",1.1986138600763,2.18391378502966e-08,1.25815160548539e-07
"MINAR1",1.29803649829467,9.42724500745165e-11,8.1317480323132e-10
"MINDY4B",1.12792595403305,0.00197140296491177,0.00439441707728367
"MIOX",1.82212467086376,3.62215227310881e-08,2.00580642202416e-07
"MISP",2.21209495811333,8.44522908275054e-12,8.58259396456735e-11
"MITF",-1.11138480588977,1.32356102708062e-10,1.11881255666975e-09
"MKI67",2.40762851322029,2.35196309179425e-21,9.90536296353435e-20
"MKRN3",2.28538488358299,5.46790710182675e-07,2.45351824928177e-06
"MLC1",1.55092887787508,5.79952411079785e-07,2.58279392638908e-06
"MLIP",-1.4164419862861,9.8046171354068e-08,5.01154192330239e-07
"MLLT11",1.48038131394431,7.2615598451008e-14,1.01044738240179e-12
"MLN",1.26439438476424,0.0105997107870821,0.0201754591331635
"MLNR",-1.12145430256975,2.70152434761885e-05,8.77591131497733e-05
"MLPH",1.13932812461615,2.22840364983893e-05,7.35597826295456e-05
"MLXIPL",-3.85115712296063,5.37574173019141e-34,1.36142451231008e-31
"MMD",-2.38235530466212,2.75933450929496e-20,9.96403035542746e-19
"MME",-2.87493828717331,1.60179509851845e-22,8.04880849239669e-21
"MMP1",4.23100771064941,4.93739958900205e-21,1.99110335018057e-19
"MMP10",1.7935174622194,7.45777559363496e-08,3.88942860037074e-07
"MMP11",2.50245597907238,3.62479148136248e-11,3.33249222637943e-10
"MMP12",1.27611726281676,0.000651970801390985,0.00161559470340775
"MMP13",3.68437634137162,3.48096244693711e-17,8.31665417825453e-16
"MMP14",1.00293650662869,2.84825318676332e-08,1.60485674961087e-07
"MMP17",1.53194322710908,4.52521133634774e-09,2.92951138795464e-08
"MMP19",-1.15781777808351,2.59804714808301e-09,1.74557154335651e-08
"MMP20",-2.73576529608055,4.65241615080414e-11,4.21000440058951e-10
"MMP25",1.30507704781264,9.52268092005854e-10,6.91413613897522e-09
"MMP27",-2.55645866731303,1.5445178413164e-16,3.31714451718288e-15
"MMP28",-1.82983077704219,7.68899023985109e-16,1.45173638783033e-14
"MMP3",2.17567314824097,6.18811756063201e-11,5.4770319173646e-10
"MMRN1",-3.36747974148426,1.74618075911615e-27,1.76419985843895e-25
"MMRN2",-1.84665607161756,4.38663606464302e-29,5.66801125250541e-27
"MND1",2.13945631065069,1.53143425238192e-19,5.05001079683025e-18
"MNX1",2.58653836732595,4.48115817454747e-10,3.43483124969147e-09
"MOB3B",-1.47271776435034,2.04073897279536e-14,3.15136553246139e-13
"MOCS1",-1.99288220314739,9.81797489344039e-24,6.01556822987119e-22
"MOG",1.63269154480202,0.00119975209725661,0.00280434301443416
"MOGAT1",-2.68428286243539,1.60882696942994e-10,1.33208628846348e-09
"MORC1",-1.45338254335362,0.001051889651862,0.00249122095354947
"MORN3",1.01670245932503,1.29562092943723e-08,7.7411210864205e-08
"MPDZ",-1.06635919321633,1.98939353526332e-13,2.59522945115326e-12
"MPO",-1.41090629908822,7.41953891445142e-09,4.62358012273918e-08
"MPPED2",-1.11020817592505,5.42166728365861e-06,2.01999114134585e-05
"MPZ",-1.77397507659376,1.57837003299098e-11,1.5350517361306e-10
"MRAP",-4.01157866621929,1.97148106157919e-23,1.13130849799502e-21
"MRAS",-2.07979205384211,9.47023474108561e-25,6.63755124251587e-23
"MRC1",-1.78098048289671,2.46543771444607e-11,2.33675269202538e-10
"MRGPRF",-2.00553088990484,3.0054957561275e-21,1.24642765047785e-19
"MRGPRX2",-2.86046854366404,8.47703781268921e-10,6.21191574900535e-09
"MRGPRX3",-1.97992242402155,3.29949682888005e-06,1.28082245591146e-05
"MRGPRX4",-2.99165587173197,2.5855803232513e-11,2.4420941153573e-10
"MROH2B",-1.27886443247319,0.000145538468266804,0.000412221542836216
"MROH6",1.94055827723853,6.66376300884729e-17,1.51582652203647e-15
"MRPL12",1.55051559431838,2.20350791542356e-09,1.50335593913632e-08
"MRPL13",1.21402695880986,4.98206119498987e-16,9.74554792354661e-15
"MRPL14",1.1558031800939,1.27813224468767e-10,1.08572646939167e-09
"MRPS12",1.00243704789341,8.82513939502303e-09,5.43353963270883e-08
"MS4A1",1.06412519478101,0.00358902120600984,0.00754842971840892
"MS4A15",2.77268083898093,6.96027798176096e-06,2.53166449608517e-05
"MS4A4A",-1.09782586982524,1.82479999499459e-07,8.92385455842615e-07
"MS4A6E",-2.67925134033186,2.75293672381176e-06,1.08574086652991e-05
"MS4A8",3.81465798415633,2.45622160669371e-14,3.72631575060226e-13
"MSI1",1.09191236698392,0.000142377831025656,0.000404596726885293
"MSLN",1.86741745208705,2.94912714923716e-08,1.65776031585116e-07
"MSLNL",2.80034352404778,3.05069369643191e-08,1.70828054451733e-07
"MSMB",1.15401550380862,0.00596105041416042,0.0119839322149199
"MSRB3",-1.63686968146094,2.72703745967065e-20,9.8661618112351e-19
"MST1R",1.01497042091771,3.50325572550633e-08,1.94450143922464e-07
"MT1G",1.48082203393712,1.27696250539979e-06,5.3330311846006e-06
"MT1H",1.02468218521339,0.00985415712659361,0.0188926880450711
"MT1M",-2.46011105620719,1.79065423492819e-21,7.64307562656763e-20
"MT1X",-1.78307283170731,2.3728948873788e-17,5.79315751810705e-16
"MT3",1.19046033311307,0.000977184738739701,0.00232910615229287
"MTARC1",-2.23774786884047,5.74186480024215e-17,1.32677591260096e-15
"MTBP",1.1281389320701,1.01626116398872e-12,1.18204926814463e-11
"MTCL1",1.49543302764117,8.33641295789808e-10,6.11594545084265e-09
"MTFP1",1.08627671080033,5.80440672514634e-08,3.08043870738836e-07
"MTFR2",2.00285931202843,1.43316944036984e-18,4.14332121010424e-17
"MTHFD2",1.07156187751605,3.86066448810483e-13,4.83384715142144e-12
"MTURN",-2.00650272102166,2.77420637514328e-22,1.33063828003716e-20
"MUC1",1.65884759277442,1.41286106026656e-08,8.39933739552519e-08
"MUC15",-1.81598641198954,1.34785855747234e-05,4.62784263207331e-05
"MUC19",1.37679936943948,0.000362706632133743,0.000949586460475302
"MUC2",6.42901466955187,1.27643949145945e-36,4.84893834015616e-34
"MUC21",2.06224960318069,0.000130095118499595,0.000372254697315653
"MUC3A",-1.22071935689305,3.89374506821172e-08,2.14038682842912e-07
"MUC4",-1.08770035208241,0.000672240001205474,0.00166000044552687
"MUC5AC",1.7649498704747,0.000476558908713307,0.00121810791442613
"MUC5B",2.31685509370902,3.13310922405031e-08,1.75030225298857e-07
"MUC6",1.5018068945749,0.00200653879777975,0.00446330927802184
"MUC7",-2.32554080261139,0.000512181067598172,0.00129919433733436
"MXD3",1.30136515557696,6.57567595926153e-09,4.1275079038405e-08
"MXRA7",-1.07741594591421,3.16111963389849e-12,3.41149467762886e-11
"MYADML2",1.49797470241769,8.73502094378718e-10,6.38372404025755e-09
"MYBL1",1.67571595229582,2.37823512635713e-14,3.61666917454183e-13
"MYBL2",2.35960492211388,1.00214612272425e-14,1.63528895661722e-13
"MYBPC1",-2.55156463467099,2.14054058621802e-08,1.2350372993507e-07
"MYCN",1.48574678016847,3.77917118167858e-08,2.08304055208366e-07
"MYCT1",-1.98843869052594,1.05701181430935e-30,1.64564609844195e-28
"MYEOV",-1.93828998855894,7.43425271679947e-08,3.87822565511917e-07
"MYF6",-2.61381256149927,2.26391293383164e-08,1.30147585548421e-07
"MYH1",-3.06115365788394,4.00880914039742e-21,1.6481238271149e-19
"MYH11",-2.93853387606268,2.35649648591503e-27,2.31913441727824e-25
"MYH2",-1.6663565048726,1.14451067210523e-08,6.90560219376329e-08
"MYH7",2.21303325029636,0.000497092374760184,0.00126531393275193
"MYL2",-1.53030190185861,1.80211265430791e-06,7.32178133816566e-06
"MYL3",-1.10834832037137,2.94967814656485e-06,1.15613261898169e-05
"MYL7",-1.80202040489492,6.42298437486221e-06,2.35637961198299e-05
"MYL9",-1.26277716873002,3.42936831289472e-13,4.33382712808532e-12
"MYLK",-2.0155703257809,1.68149430185751e-21,7.19331143456793e-20
"MYLK2",1.56034893578197,8.76225317973792e-08,4.51642433910291e-07
"MYMK",1.63287742482331,0.00624378344271638,0.0125007297049599
"MYMX",-2.38833223350485,2.07723514641834e-13,2.69549986513074e-12
"MYO16",-1.523146721361,2.51139082739791e-07,1.19672246301043e-06
"MYO18B",1.40252313806129,2.43803672852216e-06,9.70412188213536e-06
"MYO1H",-1.09172250659777,7.28899621507503e-07,3.19002751403537e-06
"MYO3B",1.80940659037976,6.64043841310904e-08,3.49483200938191e-07
"MYO7B",-1.22281172365654,1.23279835766608e-07,6.20121080654384e-07
"MYOC",-6.71249720818734,5.29146555409598e-51,3.3502032244833e-47
"MYOCD",-2.23204669207048,6.2117968877647e-17,1.41981793124191e-15
"MYOG",1.90738143625178,0.00321103297059401,0.0068122819438694
"MYOM1",-3.07246062302094,5.58563362472475e-38,2.52603631114338e-35
"MYOM2",-2.73512663060706,6.63746544483921e-23,3.5413488387437e-21
"MYOM3",-1.51840911965247,3.45758654441542e-14,5.12273001752157e-13
"MYOZ2",-2.02110380515583,8.19855656612877e-13,9.70844036265896e-12
"MYPN",-1.09379580878819,0.010840475764341,0.0205883408327061
"MYRFL",1.49448751134219,2.02584818514588e-07,9.82859781064135e-07
"MYRIP",-1.061493556999,2.63397533027476e-06,1.04293782412422e-05
"MYT1",4.20268382373538,5.23251455909767e-23,2.81547823046745e-21
"MYZAP",-2.58737250856136,8.35296202460496e-22,3.70691964241464e-20
"N4BP2L1",-1.22698142915805,4.63615007458915e-20,1.62470543388831e-18
"N4BP3",1.3900851973966,7.81986444955883e-13,9.30059520068381e-12
"NAALAD2",-2.55560800198051,1.91539754667269e-23,1.10917868907016e-21
"NAALADL1",-1.15724338052484,5.18889735351025e-15,8.82617005679265e-14
"NACAD",-1.42312272551829,1.16341164909131e-16,2.55891777329487e-15
"NACC1",1.00546650490545,5.46852234912042e-13,6.67738611848048e-12
"NAGS",1.11626746390433,2.39457981924116e-06,9.55116528489427e-06
"NALF2",1.70727190317212,2.27241729649626e-10,1.82968605890844e-09
"NAP1L2",-1.48971939842986,9.90293203778814e-10,7.15467064000562e-09
"NAT1",1.01058495909814,0.00754796707333174,0.014821263991612
"NAT14",1.153308388835,1.07386982297906e-08,6.50955730303983e-08
"NAT16",2.8998245666122,1.17249210196073e-07,5.91351964541745e-07
"NAT8B",1.2666582884926,1.19382244570046e-05,4.13257946667297e-05
"NAT8L",-2.28373362070375,2.64962956765562e-13,3.37086831936041e-12
"NATD1",-1.54514859449127,3.85204675834648e-22,1.78453112507398e-20
"NAV2",-1.19215511799789,1.39989523061462e-08,8.33268881551051e-08
"NBPF4",1.60824776285172,0.000340592405766148,0.000895888679562695
"NCALD",-1.66994952086196,8.74434305535486e-15,1.43676515565234e-13
"NCAN",4.397041197861,3.15216649544472e-19,9.94555654725533e-18
"NCAPG",2.34372628787495,4.00864077373736e-23,2.18793456483814e-21
"NCAPG2",1.09340465453134,1.26492350156682e-15,2.33715534910119e-14
"NCAPH",1.80588116047006,8.80451348297873e-15,1.44415310099912e-13
"NCCRP1",1.64970651906992,1.0640519527871e-05,3.72408380159169e-05
"NCOA7",-1.18651155256766,2.21952475828545e-11,2.11741101249994e-10
"NCR3LG1",1.45487112258739,8.71391114950039e-11,7.55417747026975e-10
"NDC80",2.0866281948871,5.32132575774195e-16,1.03346893090543e-14
"NDN",-1.80483078610302,8.67110592210713e-21,3.38190936107809e-19
"NDNF",-1.32092904439916,3.65287000332661e-07,1.69184620441809e-06
"NDP",1.8059756551382,4.91659999560032e-06,1.85215986347546e-05
"NDRG2",-2.01425864638467,1.92906306669434e-18,5.50159517849735e-17
"NDST4",2.90655787466348,2.63042942308737e-06,1.04175096876817e-05
"NECAB1",-1.36625489723974,8.53370429696463e-07,3.68719698399787e-06
"NECAB3",1.13114821858631,1.38311183717494e-10,1.16500338072287e-09
"NECTIN3",-1.09569578963317,3.45499881977145e-06,1.33845089909726e-05
"NEDD9",-1.03976725413835,4.0968375306198e-10,3.16065524194121e-09
"NEFH",2.36901259109438,6.02702856227261e-15,1.01577090072587e-13
"NEFL",1.53684361621798,1.41606882893533e-05,4.84801934693541e-05
"NEGR1",-1.13695231957768,1.62970945537911e-06,6.67127185247214e-06
"NEIL3",2.28065224308174,4.54833663892061e-17,1.06524175240022e-15
"NEK2",2.36410824948474,3.49636589803668e-14,5.17614761241689e-13
"NELL1",2.37160468401838,8.78188342505236e-07,3.78238307880827e-06
"NELL2",1.93743503676706,9.36307261073238e-09,5.7424023625525e-08
"NETO1",1.78076826584999,9.54513566086291e-08,4.89075550964203e-07
"NEU4",2.23063557083013,3.04986494196896e-10,2.40869582984443e-09
"NEURL1",1.88519620753242,3.17541420250189e-07,1.48849499907011e-06
"NEURL3",-1.10986151636694,0.000303500942169658,0.000805462749136577
"NEUROD4",3.01682110279421,0.0100193738000088,0.0191707450344885
"NEUROG2",-1.33540721055543,0.00778085627021098,0.0152407532222736
"NEXN",-1.20865597675055,7.71545504710477e-13,9.19945719803565e-12
"NFE2",1.41176705442888,4.5152361305611e-07,2.05369719980549e-06
"NFIB",-1.05582211678386,8.40063747804255e-06,2.99871656188574e-05
"NGB",1.79695402640887,7.64410517283347e-05,0.000227859594558692
"NGFR",-1.82260269532981,2.01373060679773e-12,2.24333132818276e-11
"NIBAN3",1.31476940925545,4.50419885184133e-07,2.04916773633232e-06
"NIPAL4",1.08089469583527,0.000210913828245034,0.000576914927086143
"NIPSNAP3B",-2.94177333115889,2.0558856197846e-35,6.97312347539084e-33
"NKAIN1",1.79944439829521,2.02730036630855e-05,6.74488407035638e-05
"NKAIN2",-1.09330926037604,9.59294048578313e-05,0.00028109890710732
"NKAIN4",1.85348796794488,1.10599074235893e-08,6.69018731221829e-08
"NKAPL",-2.41503066904183,6.47980760159167e-25,4.62697239039971e-23
"NKD2",1.15397207967285,7.33691064437231e-07,3.20804053359134e-06
"NKX2-2",5.56590244657272,2.05965701266632e-19,6.69882282510001e-18
"NKX2-3",2.76763440621352,0.000173182085959746,0.00048175461932036
"NKX2-5",3.57566351123277,2.80893146738556e-11,2.63340791172365e-10
"NKX3-2",1.79866011676534,1.73085403350743e-09,1.20255014053706e-08
"NKX6-1",3.07484050224457,2.01708254563427e-18,5.7012598023478e-17
"NLGN1",-1.99290675741021,1.42253016504891e-09,1.00220838111792e-08
"NLGN4X",-1.13606569001375,6.13070479013202e-06,2.25934433030205e-05
"NLRP11",-1.02641628269804,0.00187460685321686,0.00420579761044189
"NLRP6",1.04139783410435,0.000245378378268525,0.000662975379350264
"NMB",-1.70256373847467,4.75795067489863e-13,5.85693552294392e-12
"NME1",1.62042067229428,1.09696658167698e-14,1.77024496621686e-13
"NME1-NME2",1.26586668216383,3.18252935960404e-08,1.77582146463922e-07
"NME3",1.27866751697795,1.69141118861128e-09,1.17809549382041e-08
"NMNAT2",-1.12388563975922,0.000699761467628823,0.00171966222229808
"NMRK2",-2.12706824326246,3.02650208591431e-06,1.1840449149301e-05
"NMT2",-1.67638301224614,1.01052726779757e-20,3.89329714493854e-19
"NMU",2.34835355512374,6.74851911990731e-09,4.22343895102206e-08
"NMUR1",-3.10539883442681,7.9225743243789e-25,5.5941032236897e-23
"NNAT",-3.2898771367447,5.28666527723879e-24,3.4096823657507e-22
"NODAL",-1.30944182442654,8.98407536468708e-09,5.52602096751511e-08
"NOS1",-1.58364610112494,1.90732240953885e-07,9.29630019162969e-07
"NOTCH4",-1.28504354715896,3.06545912180368e-18,8.41406510975998e-17
"NOTUM",2.97148330477133,2.60664141846779e-17,6.32318609225763e-16
"NOVA2",-1.29654567649734,1.01583429564307e-16,2.24618819690855e-15
"NOX5",1.23674095447243,9.83567143241629e-07,4.19534568127813e-06
"NPAP1",-1.57247197355531,0.0227514410832078,0.0401323819968157
"NPAS4",-1.9531759428967,7.22464049816037e-13,8.66318318321074e-12
"NPHS1",1.78707310368064,1.04158030400425e-05,3.65081681015993e-05
"NPHS2",1.5816652710502,0.00887443706876546,0.0172001079269522
"NPIPB13",1.17724783437657,1.76985313995369e-05,5.95827553000363e-05
"NPIPB15",1.05195904641494,0.00148464036819866,0.00340118913925526
"NPNT",1.688206421779,9.57434247900327e-13,1.12186959312886e-11
"NPR1",-3.26131863299568,6.0567946259911e-41,4.601710285043e-38
"NPR2",-1.32808053232684,3.53311068943796e-15,6.11183100502593e-14
"NPR3",-1.8213300877492,5.54549878435925e-08,2.95210773290694e-07
"NPW",3.47792087192467,1.63822366645956e-23,9.60383343232496e-22
"NPY2R",-3.47571240389954,9.02888766224556e-09,5.55178673540603e-08
"NPY4R",-1.26669265720843,0.00275793165107955,0.00594059353374971
"NPY5R",-1.26734845444839,0.00391337193882015,0.00816550440579479
"NR0B1",-2.32772264260078,3.08125851507548e-06,1.20348394479423e-05
"NR1H4",-3.93703565054689,2.27195253160987e-09,1.54727380370735e-08
"NR3C1",-1.41966348317195,5.37548187867342e-18,1.42799864060871e-16
"NR3C2",-1.61246511466127,3.93813015149652e-14,5.7940235551917e-13
"NR4A1",-1.95143807800921,6.17574692781342e-14,8.70193895748429e-13
"NR4A3",-2.55207249199178,2.14979594977316e-17,5.28927775518023e-16
"NR5A2",-1.34545745974015,2.21501479365065e-13,2.85621120099121e-12
"NRAP",1.1157233287318,0.0015782141182219,0.00359302396757841
"NRCAM",1.10383038967873,0.000529597095270224,0.00133836711383218
"NRG1",-2.17003372405038,5.45697818287724e-12,5.72334862537661e-11
"NRG2",-1.98169338812912,1.74750432020047e-11,1.69002530844642e-10
"NRIP3",1.1009537476633,0.000646396361333824,0.00160261747646191
"NRN1",-2.21336741995683,1.02849951362513e-25,8.13971656741489e-24
"NRP1",-1.15262357994073,2.22483895030133e-12,2.45404129047755e-11
"NSD3",1.1444331443954,8.7555730570575e-09,5.39420547018327e-08
"NSG1",-2.23600279404759,1.00754345025028e-14,1.64268500378145e-13
"NSG2",4.89866866560857,8.84661980898284e-28,9.49337269219322e-26
"NT5DC4",1.7638963826982,5.15830874696919e-06,1.93248355700065e-05
"NT5E",-1.20849623805538,3.1409991330814e-10,2.47449761649723e-09
"NTF3",-1.21195886695498,6.50999548837823e-05,0.000196770933014411
"NTF4",-2.65505746604338,1.08041421533531e-14,1.74650107285777e-13
"NTMT2",2.37567110828219,2.35661496153563e-07,1.12920142733118e-06
"NTN4",-1.26625582371407,6.33602836526319e-07,2.80266704168163e-06
"NTNG1",2.1473153432311,2.43362984745018e-07,1.16229231386645e-06
"NTRK2",-2.45716715442188,5.64724290637566e-18,1.49184606069123e-16
"NTRK3",-1.04921255424634,0.00110928192623884,0.00261180130545729
"NTS",-2.5353223397607,3.34856659837881e-07,1.5650264264175e-06
"NTSR1",3.15165488970029,7.10584434900148e-14,9.90230429676699e-13
"NUAK2",1.35994430125275,1.28720954770367e-12,1.47818973089985e-11
"NUDT16L1",1.05075433673391,4.79503773849421e-14,6.91548571032338e-13
"NUDT7",-1.13968015743988,3.6203444897791e-11,3.33001565321376e-10
"NUF2",2.16948713652813,1.58054210723138e-15,2.87005896603756e-14
"NUP210",1.73584689195563,8.25357030833312e-21,3.2356548792505e-19
"NUPR2",1.638575983024,4.33508202458018e-08,2.36217450137284e-07
"NUSAP1",2.11085090873668,1.09915284317119e-18,3.22678656927259e-17
"NUTM2F",1.38268876729681,0.00169291907581683,0.00383531785854782
"NVL",1.02878077923693,8.71098911058604e-20,2.95986631782596e-18
"NWD2",-3.544734271436,4.13924872041979e-17,9.77871768602655e-16
"NXNL1",-2.84224478625713,1.01905093636529e-13,1.3925738439125e-12
"NXPE2",-1.31235376308575,2.52633513825699e-06,1.00275385042376e-05
"NXPE4",-2.0441327749255,3.68382231290654e-09,2.41589554290557e-08
"NXPH1",3.60082097069322,9.12044405150168e-09,5.60445533206804e-08
"NXPH4",2.34043234856302,8.07268025420784e-14,1.11595697779056e-12
"NYAP1",-1.23994373276777,4.97846980903486e-08,2.67845006842772e-07
"OASL",1.11778518409482,8.36416189589285e-06,2.98681878267699e-05
"OBP2A",1.34732409738715,0.000216802380726766,0.000591828746697928
"ODAD3",1.57685663598343,4.59247807113761e-09,2.96699076473428e-08
"ODAPH",1.60751187017419,6.00778786275414e-06,2.21723540159185e-05
"ODF3L1",-1.93786736765498,5.29469189158474e-16,1.02934880029438e-14
"OGDHL",1.9525206019953,5.34854632242577e-08,2.85606659679941e-07
"OGN",-2.42399531913052,7.19834471098683e-16,1.36588770669814e-14
"OIP5",1.70669798337349,2.64015390309221e-16,5.42130629571173e-15
"OLAH",-1.90032676931976,1.83703499376399e-09,1.26974682210892e-08
"OLFM4",-2.50504655704058,1.24218474480118e-07,6.24511832788607e-07
"OLFML1",-1.27682608164852,2.62724651447404e-12,2.87122671437974e-11
"OLIG1",1.6494693634615,0.00135362349258678,0.00313239822346409
"OLIG2",2.17076392769784,0.000328417989584574,0.000866384901967971
"OLR1",1.24829038297675,1.54173809646677e-06,6.34122421054349e-06
"OMG",-1.43341415325224,2.12902007867828e-15,3.80062099383602e-14
"ONECUT1",2.92248169626241,6.91721959480809e-06,2.51841420325445e-05
"ONECUT2",3.38545461915203,3.02468827844384e-17,7.28148658564795e-16
"OPN4",-1.65319707815024,7.44647882102794e-07,3.24996366559294e-06
"OPRD1",2.91783173583627,1.42472073911612e-20,5.37994944707188e-19
"OPRK1",1.7762125971975,0.000226604022415462,0.000617166160275206
"OPRPN",-4.4196396259422,2.89035868526528e-12,3.14249987795814e-11
"OR10A3",-2.67538358305961,6.33289108433215e-11,5.59734449771079e-10
"OR10AC1",1.2376825660908,0.00817373835988825,0.0159494541203737
"OR1E1",-1.75168625530904,0.00214337267001751,0.00473496400259508
"OR1F1",2.89712176345682,0.00105939441619746,0.0025068067199769
"OR1J1",1.72275551522499,0.00218788199512699,0.00482151416816824
"OR1N2",1.76632242407999,0.0263383912482339,0.0458207916622966
"OR2A1",-1.29478554559349,0.000163032914711013,0.00045733971082868
"OR2A14",-1.06040764871924,0.0161601015111113,0.0294799239437234
"OR2A25",-1.3093069610958,0.0191720961250046,0.0344126624266054
"OR2A42",-1.2708186631362,0.00215770007116618,0.0047643984133609
"OR2B11",-2.58324137071047,1.12495002096391e-06,4.74828904404188e-06
"OR2B2",2.29108421113823,0.00303953356426609,0.00648392862979225
"OR2B6",3.23205196694357,1.12565988549118e-17,2.86990387449925e-16
"OR2H2",1.1670457983016,0.00638853059738747,0.0127582536186287
"OR2K2",1.32575307307123,0.0236438139484734,0.041524789841637
"OR2L13",-1.77178282328276,6.79657645073479e-06,2.47876676469387e-05
"OR2L3",-2.40345793394907,8.42760264898601e-07,3.64466950625775e-06
"OR2T4",-1.75865568069527,0.00413304045187904,0.00858237349327544
"OR3A2",-1.17997178592055,0.00159801020952325,0.00363547801170017
"OR51E1",-1.15601575559389,9.35557011452411e-07,4.0040490931787e-06
"OR51Q1",3.02456211438812,0.000498414292790214,0.00126784244078736
"OR52E6",3.19253602458524,0.00264440477429613,0.00572331634947363
"OR52E8",2.38461820382269,0.00185200873936449,0.00416099526797837
"OR52N2",-1.72428094889342,6.16954085816861e-05,0.000187464820124867
"OR52N4",-1.39240581092215,4.13055173906162e-07,1.89141031175835e-06
"OR56A3",3.76752740231571,0.000620133453429036,0.00154258993510046
"OR5K2",-1.64041443211399,5.08905213039439e-12,5.35224009771378e-11
"OR5P2",-2.98558038140582,7.76185262344695e-08,4.03030696363454e-07
"OR5P3",-1.79540161903898,0.00209952179364913,0.00464890614928556
"OR6B2",1.5589195499777,0.0158512336023376,0.0289721257739415
"OR6T1",1.1838272124885,0.00627866202609397,0.0125652625143429
"OR7A5",-1.39672458341326,5.69032707443918e-06,2.11015369878754e-05
"OR7C1",-1.30547233143509,0.000401579680226411,0.00104135356240227
"ORC1",1.60413993709532,1.05993896580598e-12,1.22908917683265e-11
"ORC6",1.64941570540551,1.32279087692897e-12,1.5135596335174e-11
"ORM1",1.5121262456212,0.00181943714170487,0.00409314095339836
"ORM2",1.45051816169914,7.54594798668586e-05,0.000225039623267563
"OSBP2",1.13543176799694,2.30759977848943e-14,3.52619068323638e-13
"OSR1",-1.48223373484051,2.81612523880115e-06,1.10905002665953e-05
"OSTN",-4.11829767050231,2.7328607856629e-23,1.53120819359531e-21
"OTC",-3.44449464934636,1.38099878682526e-16,2.99437111380811e-15
"OTOG",3.30742700251316,2.3425997106001e-10,1.88377039915315e-09
"OTOP3",1.99513010330242,0.0128971837658557,0.0241063873694807
"OTOR",3.07388038201555,2.27131130208784e-11,2.16247051989255e-10
"OTOS",1.17999836155311,0.00946672681307529,0.0182327123390339
"OTP",2.18598135424294,0.00021595586086645,0.000589602647879453
"OTX1",2.30265171254523,5.67412121935573e-16,1.09638106246636e-14
"OTX2",1.99081384735401,0.0199537821547226,0.0356808640789683
"OVCH2",-2.89078648586304,3.96592460509045e-13,4.93999322126339e-12
"OVOL1",1.03320776013466,1.66962450070529e-05,5.64888631392878e-05
"OXLD1",1.28567546680898,5.94098509597368e-11,5.27057781003849e-10
"OXTR",-4.0856038702947,2.77150629760798e-37,1.16982201370591e-34
"P2RX5",1.04628375415586,0.00130175389493651,0.00302157075405401
"P2RX6",-1.85347228948131,6.11166740583003e-08,3.23717263542486e-07
"P2RY12",-2.33305176530243,1.08174854162557e-20,4.15085490901739e-19
"P2RY14",-1.76101725838496,1.16400176694049e-16,2.55891777329487e-15
"P2RY6",1.18047797018988,1.16702061557649e-07,5.89218223611374e-07
"P3H2",-1.65832474364627,9.58072326383495e-17,2.12837728272843e-15
"P3H4",1.27914479511618,4.45803310936171e-15,7.64913106406651e-14
"P4HA3",1.56387641593567,3.22036311509036e-10,2.52967646848744e-09
"PABPN1L",1.25932330977094,0.00342809032932054,0.00723640227996382
"PACC1",1.02591565003233,5.08872347083636e-16,9.93373212796153e-15
"PACRG",-1.49086866192249,2.01756286016801e-12,2.24628305779784e-11
"PACSIN1",1.71955535720682,4.82833016163557e-14,6.95821722990182e-13
"PADI3",1.96430808396349,7.56194608492897e-08,3.93619084508471e-07
"PADI6",2.01622927012707,3.15556873157459e-05,0.000101278932895451
"PAEP",1.45671632788822,0.000288369816799812,0.000768851249339645
"PAFAH1B3",1.6040106998618,1.07718881279812e-12,1.2483297321713e-11
"PAGE4",-1.7670657538223,0.00849440724127727,0.0165361044522723
"PAGR1",1.03021009187541,2.96172150793793e-10,2.34591068898136e-09
"PAH",1.43809202851528,6.93455396432113e-05,0.000208343748811002
"PAICS",1.03184743674802,5.63785026973304e-16,1.09048195543085e-14
"PAK3",-2.29228395219631,3.90673238649924e-19,1.22046833797971e-17
"PAK5",-3.13365656476587,9.42810781476634e-16,1.76605009697901e-14
"PALM2AKAP2",-2.39149009920044,4.58925913347596e-16,9.05175368444885e-15
